string,int,int,int,,,string,,,,,string,string,string,float,float,float,,,int,float,float,float,float,int,int,int,int,int,int,int,int[3],int[3],int,int,,int,float,int,int;int,rate;rate,,,,rate,,,,,int,int,int,int,int,int,int,rate,int,rate,int,,int,,,,,,,,,,,,,,,bool,,
西歧北门门童,20855,2618,2,,,task/npc/flyin2.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",0.0,0.0,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,zhou,,,,,,,0,,,,,,
西歧南门门童,20856,2617,2,,,task/npc/flyout3.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",0.0,0.0,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,zhou,,,,,,,0,,,,,,
西歧南门门童,20857,2618,2,,,task/npc/flyin3.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",0.0,0.0,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,zhou,,,,,,,0,,,,,,
穿云关东门门童,20858,2616,2,,,task/npc/flyout4.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",0.0,0.0,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
穿云关东门门童,20859,2617,2,,,task/npc/flyin4.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",0.0,0.0,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
穿云关西门门童,20860,2616,2,,,task/npc/flyout5.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",0.0,0.0,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
穿云关西门门童,20861,2618,2,,,task/npc/flyin5.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",0.0,0.0,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
朝歌西门门童,20862,2617,2,,,task/npc/flyout6.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",0.0,0.0,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,shang,,,,,,,0,,,,,,
朝歌西门门童,20863,2618,2,,,task/npc/flyin6.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",0.0,0.0,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,shang,,,,,,,0,,,,,,
朝歌北门门童,20864,2616,2,,,task/npc/flyout7.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",0.0,0.0,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,shang,,,,,,,0,,,,,,
朝歌北门门童,20865,2617,2,,,task/npc/flyin7.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",0.0,0.0,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,shang,,,,,,,0,,,,,,
朝歌南门门童,20866,2616,2,,,task/npc/flyout8.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",0.0,0.0,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,shang,,,,,,,0,,,,,,
朝歌南门门童,20867,2618,2,,,task/npc/flyin8.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",0.0,0.0,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,shang,,,,,,,0,,,,,,
龙门洞门童,20868,2617,2,,,task/npc/flyout9.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",0.0,0.0,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,shang,,,,,,,0,,,,,,
龙门洞门童,20869,2618,2,,,task/npc/flyin9.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",0.0,0.0,0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,shang,,,,,,,0,,,,,,
苏护,20870,2686,1,0.0,,,,,,,,,,200,200,500,200,0,1248;1249,25;15,80,96,0.85,100,250000,10000,1093,1005,611,302,"0,0,0","55,55,55",10000.0,200.0,0,0.0,,100.0,,,0.0,"3,7,8,3,7","1,1,0.5,1,1",1.0,1e-05,0.0,,,3,1.0,,,,678,1,1,,,,,monster,2.0,,,,,,,1.0,sit93.tga,,0,,,,,,
苏全忠,20871,2687,1,0.0,,,,,,,,,,200,200,500,200,0,1250;1251,25;15,80,96,0.67,100,150000,10000,1093,1274,611,302,"0,0,0","55,55,55",10000.0,200.0,0,0.0,,100.0,,,0.0,"1,5,8,1,5","1,1,0.5,1,1",1.0,1e-05,0.0,,,4,1.0,,,,679,1,1,,,,,monster,2.0,,,,,,,1.0,sit94.tga,,0,,,,,,
方弼,20872,2688,1,0.0,,,,,,,,,,200,200,500,200,0,1252;1254,25;15,60,105,1.0,100,200000,10000,1093,854,611,302,"0,0,0","55,55,55",10000.0,200.0,0,0.0,,100.0,,,0.0,"0,4,8,0,4","1,1,0.5,1,1",1.0,1e-05,0.0,,,2,1.0,,,,686,1,1,,,,,monster,2.0,,,,,,,1.0,sit95.tga,,0,,,,,,
方相,20873,2689,1,0.0,,,,,,,,,,200,200,500,200,0,1253;1254,25;15,60,105,1.0,100,200000,10000,1093,854,611,302,"0,0,0","55,55,55",10000.0,200.0,0,0.0,,100.0,,,0.0,"0,4,8,0,4","1,1,0.5,1,1",1.0,1e-05,0.0,,,1,1.0,,,,687,1,1,,,,,monster,2.0,,,,,,,1.0,sit96.tga,,0,,,,,,
崇侯虎,20874,2690,1,0.0,,,,,,,,,,200,200,500,200,0,1260;1261,25;15,80,75,1.0,100,250000,10000,1093,854,611,302,"0,0,0","55,55,55",10000.0,200.0,0,0.0,,100.0,,,0.0,"2,6,8,2,6","1,1,0.5,1,1",1.0,1e-05,0.0,,,9,1.0,,,,680,1,1,,,,,monster,2.0,,,,,,,1.0,sit97.tga,,0,,,,,,
崇应彪,20875,2691,1,0.0,,,,,,,,,,200,200,500,200,0,1255;1256,25;15,80,96,0.85,100,150000,10000,1093,1005,611,302,"0,0,0","55,55,55",10000.0,200.0,0,0.0,,100.0,,,0.0,"1,5,8,1,5","1,1,0.5,1,1",1.0,1e-05,0.0,,,10,1.0,,,,681,1,1,,,,,monster,2.0,,,,,,,1.0,sit98.tga,,0,,,,,,
晁田,20876,2692,1,0.0,,,,,,,,,,200,200,500,200,0,1257;1259,25;15,60,96,0.85,100,200000,10000,1093,1005,611,302,"0,0,0","55,55,55",10000.0,200.0,0,0.0,,100.0,,,0.0,"0,4,8,0,4","1,1,0.5,1,1",1.0,1e-05,0.0,,,8,1.0,,,,684,1,1,,,,,monster,2.0,,,,,,,1.0,sit99.tga,,0,,,,,,
晁雷,20877,2693,1,0.0,,,,,,,,,,200,200,500,200,0,1258;1259,25;15,60,96,0.85,100,200000,10000,1093,1005,611,302,"0,0,0","55,55,55",10000.0,200.0,0,0.0,,100.0,,,0.0,"0,4,8,0,4","1,1,0.5,1,1",1.0,1e-05,0.0,,,7,1.0,,,,685,1,1,,,,,monster,2.0,,,,,,,1.0,sit100.tga,,0,,,,,,
家将,20878,2694,1,0.0,,,,,,,,,,160,200,500,200,0,1302,20,50,96,0.67,100,4600,1294,1093,1274,611,302,"0,0,0","55,55,55",10000.0,200.0,0,0.0,,100.0,,,0.0,"2,6","0.05,0,05",1.0,1e-05,0.0,,,12,1.0,,,,683,10,0.5,,,,,monster,2.0,,,,,,1.0,0.0,,,0,,,,,,
刽子手,20879,2695,1,0.0,,,,,,,,,,160,200,500,200,0,1302,15,50,75,1.0,100,4600,1294,1093,854,611,302,"0,0,0","55,55,55",10000.0,200.0,0,0.0,,100.0,,,0.0,"0,4","0.05,0,05",1.0,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,0.0,0.0,,,0,,,,,,
长箭手,20880,2696,1,0.0,,,,,,,,,,160,200,500,200,0,1300,100,160,80,0.67,100,4600,1294,1093,1274,611,302,"0,0,0","55,55,55",10000.0,200.0,0,0.0,,100.0,,,0.0,"1,5","0.05,0,05",1.0,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,0.0,0.0,,,0,,,,,,
家将,20881,2697,1,0.0,,,,,,,,,,160,200,500,200,0,1302,20,50,96,0.67,100,4600,1294,1093,1274,611,302,"0,0,0","55,55,55",10000.0,200.0,0,0.0,,100.0,,,0.0,"3,7","0.05,0,05",1.0,1e-05,0.0,,,6,1.0,,,,682,10,0.5,,,,,monster,2.0,,,,,,1.0,0.0,,,0,,,,,,
大刀手,20882,2698,1,0.0,,,,,,,,,,160,200,500,200,0,1302,15,50,96,0.67,100,4600,1294,1093,1274,611,302,"0,0,0","55,55,55",10000.0,200.0,0,0.0,,100.0,,,0.0,"0,4","0.05,0,05",1.0,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,0.0,0.0,,,0,,,,,,
攒箭手,20883,2699,1,0.0,,,,,,,,,,160,200,500,200,0,1300,100,160,80,0.67,100,4600,1294,1093,1274,611,302,"0,0,0","55,55,55",10000.0,200.0,0,0.0,,100.0,,,0.0,"1,5","0.05,0,05",1.0,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,0.0,0.0,,,0,,,,,,
黄元济,20884,2700,1,0.0,,,,,,,,,,200,200,500,200,0,1302,25,50,96,0.67,100,4600,1294,1093,1274,611,302,"0,0,0","55,55,55",10000.0,200.0,0,0.0,,100.0,,,0.0,9,1,,1e-05,0.0,,,11,1.0,,,,688,1,1,,,,,monster,2.0,,,,,,2.0,0.0,,,0,,,,,,
金葵,20885,2701,1,0.0,,,,,,,,,,200,200,500,200,0,1302,25,50,96,0.67,100,4600,1294,1093,1274,611,302,"0,0,0","55,55,55",10000.0,200.0,0,0.0,,100.0,,,0.0,9,1,,1e-05,0.0,,,11,1.0,,,,689,1,1,,,,,monster,2.0,,,,,,2.0,0.0,,,0,,,,,,
梅德,20886,2702,1,0.0,,,,,,,,,,200,200,500,200,0,1302,25,50,96,0.67,100,4600,1294,1093,1274,611,302,"0,0,0","55,55,55",10000.0,200.0,0,0.0,,100.0,,,0.0,9,1,,1e-05,0.0,,,11,1.0,,,,690,1,1,,,,,monster,2.0,,,,,,2.0,0.0,,,0,,,,,,
赵丙,20887,2703,1,0.0,,,,,,,,,,200,200,500,200,0,1302,25,50,96,0.67,100,4600,1294,1093,1274,611,302,"0,0,0","55,55,55",10000.0,200.0,0,0.0,,100.0,,,0.0,9,1,,1e-05,0.0,,,5,1.0,,,,688,1,1,,,,,monster,2.0,,,,,,2.0,0.0,,,0,,,,,,
孙子羽,20888,2704,1,0.0,,,,,,,,,,200,200,500,200,0,1302,25,50,96,0.67,100,4600,1294,1093,1274,611,302,"0,0,0","55,55,55",10000.0,200.0,0,0.0,,100.0,,,0.0,9,1,,1e-05,0.0,,,5,1.0,,,,689,1,1,,,,,monster,2.0,,,,,,2.0,0.0,,,0,,,,,,
陈季贞,20889,2705,1,0.0,,,,,,,,,,200,200,500,200,0,1302,25,50,96,0.67,100,4600,1294,1093,1274,611,302,"0,0,0","55,55,55",10000.0,200.0,0,0.0,,100.0,,,0.0,9,1,,1e-05,0.0,,,5,1.0,,,,690,1,1,,,,,monster,2.0,,,,,,2.0,0.0,,,0,,,,,,
月玲珑,20890,2614,2,,,task/zhou_t040/zhou_t040_01.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,34,34,,,,,zhou,,,,,,,0,,,,,,
月朦胧,20891,2614,2,,,task/shang_t040/shang_t040_01.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,35,35,,,,,shang,,,,,,,0,,,,,,
蕊月仙子,20892,2636,2,,,task/shang_t041/shang_t041_01.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,36,36,,,,,,,,,,,,0,,,,,,
西歧驿官,20893,2633,2,,,task/npc/zhou_n018.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,zhou,,,,,,,0,,,,,,
崇城驿官,20894,2633,2,,4,task/npc/zhou_n019.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,zhou,,,,,,,0,,,,,,
朝歌驿官,20895,2633,2,,,task/npc/shang_n020.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,shang,,,,,,,0,,,,,,
冀州驿官,20896,2633,2,,4,task/npc/shang_n021.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,shang,,,,,,,0,,,,,,
紫翼蚊,20897,2706,1,0.0,,,,,,,,,,160,0,350,0,0,0,0,30,60,0.5,10,293,83,89,35,71,19,"0,0,0","26,26,26",100.0,20.0,0,40.0,0.5,10.0,"406,42,49,63,107,143,161,301","0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01",0.0,,,0.3,1e-05,0.0,,,510,,,,,799,50,1,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
沼泥怪,20898,2707,1,0.0,,,,,,,,,,160,0,350,0,0,0,0,30,60,0.5,13,400,113,104,52,97,26,"0,5,0","35,35,35",169.0,26.0,0,50.0,0.5,13.0,"407,108,109,144,145,162,163,649","0.01,0.017,0.017,0.017,0.017,0.017,0.017,0.02",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
玄极妖火,20899,2708,1,0.0,,,,,,,,,,160,0,350,0,0,0,0,40,40,0.3,12,363,102,98,76,88,24,"0,0,0","31,31,31",144.0,24.0,0,50.0,0.5,12.0,"402,107,143,161,648","0.01,0.01,0.01,0.01,0.02",0.0,,,0.2,1e-05,0.0,,,511,,,,,800,50,1,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
赤环沙虫,20900,2709,1,0.0,,,,,,,,,,160,0,350,0,0,0,0,20,60,0.5,15,480,135,114,65,116,32,"0,0,0","42,42,42",225.0,30.0,0,60.0,0.5,15.0,"402,108,109,144,145,162,163","0.01,0.01,0.01,0.01,0.01,0.01,0.01",0.0,,,0.2,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
白脊狼,20901,2710,1,0.0,,,,,,,,,,160,100,350,100,0,0,0,40,80,0.6,18,528,149,125,63,128,35,"0,0,0","52,52,52",324.0,36.0,0,70.0,0.5,18.0,"407,3,10,102,308,431,64","0.01,0.009,0.009,0.01,0.008,0.0005,0.009",0.0,,,0.2,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
符咒翰赤,20902,2711,1,0.0,,,,,,,,,,160,0,350,100,0,0,0,40,80,0.6,20,560,158,133,69,135,37,"0,0,0","55,55,55",400.0,40.0,0,70.0,0.5,20.0,"402,43,50,302,649","0.01,0.01,0.01,0.008,0.02",0.0,,,0.2,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
翠岩妖,20903,2712,1,0.0,,,,,,,,,,160,100,350,100,0,0,0,40,40,0.3,21,576,162,137,145,139,38,"0,20,0","62,62,62",441.0,42.0,0,80.0,0.5,21.0,"407,110,146,164,431","0.01,0.01,0.01,0.01,0.0005",0.0,,,0.2,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
花魔,20904,2713,1,0.0,,,,,,,,,,160,100,350,100,0,0,0,30,60,0.5,23,632,178,150,99,148,41,"0,0,5","68,68,68",529.0,46.0,0,80.0,0.5,23.0,"407,111,112,147","0.01,0.01,0.01,0.01",0.0,,,0.2,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
墨节沙虫,20905,2714,1,0.0,,,,,,,,,,160,100,350,100,0,0,0,40,60,0.5,25,691,194,164,112,158,45,"0,0,0","75,75,75",625.0,50.0,0,90.0,0.5,25.0,"402,148,165,166,510,267,23,309","0.01,0.01,0.01,0.01,0.005,0.01,0.01,0.005",0.0,,,0.2,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
魔道,20906,2715,1,0.0,,,,,,,,,,160,100,350,100,0,0,0,30,60,0.5,27,753,212,179,126,167,49,"0,0,0","81,81,81",729.0,54.0,0,100.0,0.5,27.0,"4,11,65,430,650,431","0.003,0.003,0.003,0.0005,0.02,0.0003",0.0,,,0.2,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
鬼姬,20907,2716,1,0.0,,,,,,,,,,160,100,350,100,0,0,0,30,60,0.4,22,604,170,143,116,144,40,"0,0,0","65,65,65",484.0,44.0,0,80.0,0.5,22.0,"402,110,146,164","0.01,0.01,0.01,0.01",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
恶郎,20908,2717,1,0.0,,,,,,,,,,160,100,350,100,0,0,0,40,60,0.5,30,850,239,202,150,182,56,"0,0,0","91,91,91",900.0,60.0,0,110.0,0.4,30.0,"44,51,303,430","0.004,0.004,0.004,0.0005",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
灵精,20909,2718,1,0.0,,,,,,,,,,160,0,350,0,0,0,0,40,60,0.5,10,293,83,89,35,71,19,"0,0,0","26,26,26",100.0,20.0,0,40.0,0.5,10.0,"406,42,49,107,125,161,301","0.01,0.01,0.01,0.01,0.01,0.01,0.01",0.0,,,0.3,1e-05,0.0,,,1510,,,,,803,50,1,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
甲胄翰赤,20910,2719,1,0.0,,,,,,,,,,160,0,350,0,0,0,0,40,60,0.5,13,400,113,104,52,97,26,"0,0,0","35,35,35",169.0,26.0,0,50.0,0.5,13.0,"407,108,109,126,127,162,163,649","0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
翡翠妖鸡,20911,2720,1,0.0,,,,,,,,,,160,0,350,0,0,0,0,40,80,0.6,12,363,102,98,38,88,24,"0,0,0","31,31,31",144.0,24.0,0,50.0,0.5,12.0,"402,107,125,161,648","0.01,0.01,0.01,0.01,0.02",0.0,,,0.2,1e-05,0.0,,,1511,,,,,804,50,1,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
术妖,20912,2721,1,0.0,,,,,,,,,,160,0,350,0,0,0,0,40,60,0.5,15,480,135,114,65,116,32,"0,0,0","42,42,42",225.0,30.0,0,60.0,0.5,15.0,"402,108,109,126,127,162,163","0.01,0.01,0.01,0.01,0.01,0.01,0.01",0.0,,,0.2,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
火眼金狐,20913,2722,1,0.0,,,,,,,,,,160,100,350,100,0,0,0,40,60,0.5,18,528,149,125,75,128,35,"0,0,0","52,52,52",324.0,36.0,0,70.0,0.5,18.0,"407,3,10,17,102,308,431","0.01,0.009,0.009,0.009,0.01,0.008,0.0005",0.0,,,0.2,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
凤尾雉鸡,20914,2723,1,0.0,,,,,,,,,,160,0,350,100,0,0,0,40,60,0.5,20,560,158,133,83,135,37,"0,0,0","55,55,55",400.0,40.0,0,70.0,0.5,20.0,"402,43,50,302,649","0.01,0.012,0.012,0.008,0.02",0.0,,,0.2,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
幽冥鬼火,20915,2724,1,0.0,,,,,,,,,,160,100,350,100,0,0,0,30,60,0.5,21,576,162,137,87,139,38,"0,10,0","62,62,62",441.0,42.0,0,80.0,0.5,21.0,"407,110,128,164,431","0.01,0.01,0.01,0.01,0.0005",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
蛇怪,20916,2725,1,0.0,,,,,,,,,,160,100,350,100,0,0,0,30,60,0.5,23,632,178,150,99,148,41,"0,0,0","68,68,68",529.0,46.0,0,80.0,0.5,23.0,"407,111,112,129","0.01,0.01,0.01,0.01",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
青藤妖虫,20917,2726,1,0.0,,,,,,,,,,160,100,350,100,0,0,0,30,60,0.5,25,691,194,164,112,158,45,"0,0,0","75,75,75",625.0,50.0,0,90.0,0.5,25.0,"402,130,165,166,56,309,267,649","0.01,0.01,0.01,0.01,0.01,0.006,0.01,0.02",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
伏地魔,20918,2727,1,0.0,,,,,,,,,,160,100,350,100,0,0,0,40,75,0.5,27,753,212,179,126,167,49,"0,0,0","81,81,81",729.0,54.0,0,100.0,0.5,27.0,"4,11,19,430,650,431","0.003,0.003,0.003,0.0005,0.02,0.0003",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
地狱护兽,20919,2728,1,0.0,,,,,,,,,,160,100,350,100,0,0,0,30,60,0.5,22,604,170,143,93,144,40,"0,0,0","65,65,65",484.0,44.0,0,80.0,0.5,22.0,"402,110,128,164","0.01,0.012,0.012,0.012",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
尸兽,20920,2729,1,0.0,,,,,,,,,,160,100,350,100,0,0,0,40,60,0.5,30,850,239,202,150,182,56,"0,0,0","91,91,91",900.0,60.0,0,110.0,0.4,30.0,"44,51,303,430","0.004,0.004,0.004,0.0005",0.0,,,0.3,1e-05,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
鬼王草,20921,2730,1,0.0,,,,,,,,,,160,140,500,140,0,0,0,60,50,0.5,18,16500,149,125,151,128,35,"0,0,0","87,87,87",324.0,,0,1800.0,0.5,18.0,"3,10,64,402,407,102,308,431","0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2",0.0,,,0.4,0.01,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
黑岩老妖,20922,2731,1,0.0,,,,,,,,,,160,140,500,140,0,0,0,60,40,0.6,23,19760,178,150,165,148,41,"0,0,0","113,113,113",1100.0,,0,2300.0,0.5,23.0,"43,50,402,407,111,112,147,431","0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2",0.0,,,0.4,0.01,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
魔狼王,20923,2732,1,0.0,,,,,,,,,,160,140,500,140,0,0,0,60,80,0.6,30,26550,239,202,250,182,56,"0,0,0","150,150,150",1100.0,,0,3000.0,0.4,30.0,"4,11,65,403,408,44,51,303,431","0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2",0.0,,,0.4,0.01,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
雾灵雉精,20924,2733,1,0.0,,,,,,,,,,160,140,500,140,0,0,0,60,60,0.5,18,16500,149,125,151,128,35,"0,0,0","87,87,87",324.0,,0,1800.0,0.5,18.0,"3,10,17,402,407,102,308,431","0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2",0.0,,,0.4,0.01,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
九色天狐,20925,2734,1,0.0,,,,,,,,,,160,140,500,140,0,0,0,60,60,0.5,23,19760,178,150,198,148,41,"0,0,0","113,113,113",529.0,,0,2300.0,0.5,23.0,"43,50,402,407,111,112,129,431","0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2",0.0,,,0.4,0.01,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
逆道天师,20926,2735,1,0.0,,,,,,,,,,160,140,500,140,0,0,0,60,60,0.5,30,26550,239,202,300,182,56,"0,0,0","150,150,150",900.0,,0,3000.0,0.4,30.0,"4,11,19,403,408,44,51,303,431","0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2",0.0,,,0.4,0.01,0.0,,,,,,,,,,,,,,,monster,2.0,,,,,,,0.0,,,0,,,,,,
石梯,20927,2736,2,,,task/npc/louti_n002.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,shang,,,,,,,0,,,,,,
石梯,20928,2737,2,,,task/npc/louti_downshang2.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,, ,,,,,,,,,,,shang,,,,,,,0,,,,,,
石梯,20929,2737,2,,,task/npc/louti_n003.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,shang,,,,,,,0,,,,,,
石阶,20930,2737,2,,,task/npc/louti_downzhou2.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,zhou,,,,,,,0,,,,,,
石阶,20931,2736,2,,,task/npc/louti_n005.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,zhou,,,,,,,0,,,,,,
石阶,20932,2737,2,,,task/npc/louti_n006.html,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1,100,100,10,10,10,10,"0,0,0","0,0,0",100.0,,0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,zhou,,,,,,,0,,,,,,
