,,,,基本属性,,,,,,,,,条件,,,,,,施放,,,,,,,,,,,,,,,,,飞行,,,,攻击,,,,,,,,,受击,,,,,,,,,,,,,,,,,,,      ,,,,
6581,超级龟蛇交合,877,21,0,1,1,0,,,火伤加成=1.2，对方移动速度降低30%持续15秒,"<P><FONT color=""#88aadd"">作用目标：以敌人为中心200范围内的5个敌人</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_18s,60,,,0,,,11,0,200,1,1850,10000,skill02,,shit,,,,,,root,,,0,0,,,11,1,5,200,1,1,0,,0,eph_skill_19hit,root,,,PoisonDm+1;PoisonDmR-0.45;FireDmR-1;WaterDmR-1,,,,100,,,AddEff 530,,,,,,,,,,,4,
6582,初级愈合,878,21,0,1,1,0,,,慢速增加生命恢复持续20秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_19c,20,,,0,,,28,0,140,1,1850,20000,skill01,,shit,skill_buf14,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,,,100,,AddEff 531,,,,,,,,,,,,,
6583,中级愈合,878,21,0,1,1,0,,,高速增加生命恢复持续20秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_19b,20,,,0,,,28,0,140,1,1850,20000,skill01,,shit,skill_buf14,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,,,100,,AddEff 532,,,,,,,,,,,,,
6584,高级愈合,878,21,0,1,1,0,,,极速增加生命恢复持续20秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_19a,20,,,0,,,28,0,140,1,1850,20000,skill01,,shit,skill_buf14,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,,,100,,AddEff 533,,,,,,,,,,,,,
6585,超级愈合,878,21,0,1,1,0,,,极速增加生命恢复持续20秒，并瞬间恢复生命上限的10%,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_19s,20,,,0,,,28,0,140,1,1850,20000,skill01,,shit,skill_buf14,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddCutMaxHP+0.1,,100,,AddEff 534,,,,,,,,,,,,,
6586,初级通灵,879,21,0,1,1,0,,,慢速增加法力恢复持续20秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_20c,20,,,0,,,28,0,140,1,1850,20000,skill01,,shit,epf_skill_30,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,,,100,,AddEff 535,,,,,,,,,,,,,
6587,中级通灵,879,21,0,1,1,0,,,高速增加法力恢复持续20秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_20b,20,,,0,,,28,0,140,1,1850,20000,skill01,,shit,epf_skill_30,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,,,100,,AddEff 536,,,,,,,,,,,,,
6588,高级通灵,879,21,0,1,1,0,,,极速增加法力恢复持续20秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_20a,20,,,0,,,28,0,140,1,1850,20000,skill01,,shit,epf_skill_30,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,,,100,,AddEff 537,,,,,,,,,,,,,
6589,超级通灵,879,21,0,1,1,0,,,极速增加法力恢复持续20秒，并瞬间恢复法力上限的10%,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_20s,20,,,0,,,28,0,140,1,1850,20000,skill01,,shit,epf_skill_30,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddCutMaxMP+0.1,,100,,AddEff 538,,,,,,,,,,,,,
6590,初级杀神,880,21,0,1,1,0,,,自身物伤增加15%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_21c,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eph_skill_14start,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 539,,,,,,,,,,,,,,,,,
6591,中级杀神,880,21,0,1,1,0,,,自身物伤增加20%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_21b,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eph_skill_14start,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 540,,,,,,,,,,,,,,,,,
6592,高级杀神,880,21,0,1,1,0,,,自身物伤增加25%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_21a,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eph_skill_14start,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 541,,,,,,,,,,,,,,,,,
6593,超级杀神,880,21,0,1,1,0,,,自身和主人物伤增加25%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体和主人</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_21s,20,,,0,,,29,0,140,1,1850,6000,skill01,,shit,eph_skill_14start,,,,,root,,,0,0,,,29,1,,300,0,0,0,,0,,,,,,,,AddEff 542,,,,,,,,,,,,,,,,
6594,初级火神,881,21,0,1,1,0,,,自身火伤增加15%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_22c,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eff_mon203_skill02start,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 543,,,,,,,,,,,,,,,,,
6595,中级火神,881,21,0,1,1,0,,,自身火伤增加20%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_22b,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eff_mon203_skill02start,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 544,,,,,,,,,,,,,,,,,
6596,高级火神,881,21,0,1,1,0,,,自身火伤增加25%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_22a,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eff_mon203_skill02start,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 545,,,,,,,,,,,,,,,,,
6597,超级火神,881,21,0,1,1,0,,,自身和主人火伤增加25%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体和主人</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_22s,20,,,0,,,29,0,140,1,1850,6000,skill01,,shit,eff_mon203_skill02start,,,,,root,,,0,0,,,29,1,,300,0,0,0,,0,,,,,,,,AddEff 546,,,,,,,,,,,,,,,,
6598,初级水神,882,21,0,1,1,0,,,自身水伤增加15%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_23c,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eph_skill_17hit,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 547,,,,,,,,,,,,,,,,,
6599,中级水神,882,21,0,1,1,0,,,自身水伤增加20%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_23b,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eph_skill_17hit,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 548,,,,,,,,,,,,,,,,,
6600,高级水神,882,21,0,1,1,0,,,自身水伤增加25%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_23a,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eph_skill_17hit,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 549,,,,,,,,,,,,,,,,,
6601,超级水神,882,21,0,1,1,0,,,自身和主人水伤增加25%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体和主人</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_23s,20,,,0,,,29,0,140,1,1850,6000,skill01,,shit,eph_skill_17hit,,,,,root,,,0,0,,,29,1,,300,0,0,0,,0,,,,,,,,AddEff 550,,,,,,,,,,,,,,,,
6602,初级毒神,883,21,0,1,1,0,,,自身毒伤增加15%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_24c,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eph_skill_19start,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 551,,,,,,,,,,,,,,,,,
6603,中级毒神,883,21,0,1,1,0,,,自身毒伤增加20%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_24b,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eph_skill_19start,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 552,,,,,,,,,,,,,,,,,
6604,高级毒神,883,21,0,1,1,0,,,自身毒伤增加25%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_24a,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eph_skill_19start,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 553,,,,,,,,,,,,,,,,,
6605,超级毒神,883,21,0,1,1,0,,,自身和主人毒伤增加25%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体和主人</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_24s,20,,,0,,,29,0,140,1,1850,6000,skill01,,shit,eph_skill_19start,,,,,root,,,0,0,,,29,1,,300,0,0,0,,0,,,,,,,,AddEff 554,,,,,,,,,,,,,,,,
6606,初级龟甲,884,21,0,1,1,0,,,自身物防增加20%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_25c,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,epn_skill_13,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 555,,,,,,,,,,,,,,,,,
6607,中级龟甲,884,21,0,1,1,0,,,自身物防增加25%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_25b,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,epn_skill_13,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 556,,,,,,,,,,,,,,,,,
6608,高级龟甲,884,21,0,1,1,0,,,自身物防增加30%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_25a,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,epn_skill_13,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 557,,,,,,,,,,,,,,,,,
6609,超级龟甲,884,21,0,1,1,0,,,自身和主人物防增加30%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体和主人</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_25s,20,,,0,,,29,0,140,1,1850,6000,skill01,,shit,epn_skill_13,,,,,root,,,0,0,,,29,1,,300,0,0,0,,0,,,,,,,,AddEff 558,,,,,,,,,,,,,,,,
6610,初级火盾,885,21,0,1,1,0,,,自身火防增加20%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_26c,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eph_skill03start,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 559,,,,,,,,,,,,,,,,,
6611,中级火盾,885,21,0,1,1,0,,,自身火防增加25%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_26b,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eph_skill03start,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 560,,,,,,,,,,,,,,,,,
6612,高级火盾,885,21,0,1,1,0,,,自身火防增加30%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_26a,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eph_skill03start,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 561,,,,,,,,,,,,,,,,,
6613,超级火盾,885,21,0,1,1,0,,,自身和主人火防增加30%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体和主人</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_26s,20,,,0,,,29,0,140,1,1850,6000,skill01,,shit,eph_skill03start,,,,,root,,,0,0,,,29,1,,300,0,0,0,,0,,,,,,,,AddEff 562,,,,,,,,,,,,,,,,
6614,初级水镜,886,21,0,1,1,0,,,自身水防增加20%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_27c,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,epn_skill_28,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 563,,,,,,,,,,,,,,,,,
6615,中级水镜,886,21,0,1,1,0,,,自身水防增加25%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_27b,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,epn_skill_28,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 564,,,,,,,,,,,,,,,,,
6616,高级水镜,886,21,0,1,1,0,,,自身水防增加30%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_27a,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,epn_skill_28,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 565,,,,,,,,,,,,,,,,,
6617,超级水镜,886,21,0,1,1,0,,,自身和主人水防增加30%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体和主人</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_27s,20,,,0,,,29,0,140,1,1850,6000,skill01,,shit,epn_skill_28,,,,,root,,,0,0,,,29,1,,300,0,0,0,,0,,,,,,,,AddEff 566,,,,,,,,,,,,,,,,
6618,初级毒体,887,21,0,1,1,0,,,自身毒防增加20%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_28c,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eph_skill_19start,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 567,,,,,,,,,,,,,,,,,
6619,中级毒体,887,21,0,1,1,0,,,自身毒防增加25%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_28b,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eph_skill_19start,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 568,,,,,,,,,,,,,,,,,
6620,高级毒体,887,21,0,1,1,0,,,自身毒防增加30%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_28a,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eph_skill_19start,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 569,,,,,,,,,,,,,,,,,
6621,超级毒体,887,21,0,1,1,0,,,自身和主人毒防增加30%持续120秒,"<P><FONT color=""#88aadd"">作用目标：自身单体和主人</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_28s,20,,,0,,,29,0,140,1,1850,6000,skill01,,shit,eph_skill_19start,,,,,root,,,0,0,,,29,1,,300,0,0,0,,0,,,,,,,,AddEff 570,,,,,,,,,,,,,,,,
6622,初级疯狂,888,21,0,1,1,0,,,减少自身当前生命50%，伤害增加30%持续15秒。,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_29c,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eph_skill_23,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,HPR-0.5,,100,,AddEff 571,,,,,,,,,,,,,
6623,中级疯狂,888,21,0,1,1,0,,,减少自身当前生命50%，伤害增加40%持续15秒。,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_29b,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eph_skill_23,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,HPR-0.5,,100,,AddEff 572,,,,,,,,,,,,,
6624,高级疯狂,888,21,0,1,1,0,,,减少自身当前生命50%，伤害增加50%持续15秒。,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_29a,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eph_skill_23,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,HPR-0.5,,100,,AddEff 573,,,,,,,,,,,,,
6625,超级疯狂,888,21,0,1,1,0,,,每2秒减少当前生命5%，持续15秒。，伤害增加50%持续15秒。,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_29s,20,,,0,,,28,0,140,1,1850,6000,skill01,,shit,eph_skill_23,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 574,,,,,,,,,,,,,,,,,
6626,初级逆转乾坤,889,21,0,1,1,0,,,20%将伤害反弹给对方持续30秒。,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_30c,30,,,0,,,28,0,140,1,1850,6000,skill01,,shit,epn_skill_24,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 575,,,,,,,,,,,,,,,,,
6627,中级逆转乾坤,889,21,0,1,1,0,,,25%将伤害反弹给对方持续30秒。,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_30b,30,,,0,,,28,0,140,1,1850,6000,skill01,,shit,epn_skill_24,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 576,,,,,,,,,,,,,,,,,
6628,高级逆转乾坤,889,21,0,1,1,0,,,30%将伤害反弹给对方持续30秒。,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_30a,30,,,0,,,28,0,140,1,1850,6000,skill01,,shit,epn_skill_24,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 577,,,,,,,,,,,,,,,,,
6629,超级逆转乾坤,889,21,0,1,1,0,,,45%将伤害反弹给对方持续30秒。,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_30s,30,,,0,,,28,0,140,1,1850,6000,skill01,,shit,epn_skill_24,,,,,root,,,0,0,,,28,0,,,0,0,0,,0,,,,,,,AddEff 578,,,,,,,,,,,,,,,,,
6630,初级舍身救主,890,21,0,1,1,0,,,减少自身等于生命上限50%的生命，5秒内恢复主人30%生命。,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_31c,30,,,0,,,26,0,140,1,1850,6000,skill01,,shit,eff_mon008_skill01_a,,,,,root,,,0,0,,,26,0,,,0,0,0,,0,,,,,,,AddCutMaxHP-0.5 ,,100,,,AddEff 579,,,,,,,,,,,,
6631,中级舍身救主,890,21,0,1,1,0,,,减少自身等于生命上限50%的生命，5秒内恢复主人40%生命。,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_31b,30,,,0,,,26,0,140,1,1850,6000,skill01,,shit,eff_mon008_skill01_a,,,,,root,,,0,0,,,26,0,,,0,0,0,,0,,,,,,,AddCutMaxHP-0.5 ,,100,,,AddEff 580,,,,,,,,,,,,
6632,高级舍身救主,890,21,0,1,1,0,,,减少自身等于生命上限50%的生命，5秒内恢复主人50%生命。,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_31a,30,,,0,,,26,0,140,1,1850,6000,skill01,,shit,eff_mon008_skill01_a,,,,,root,,,0,0,,,26,0,,,0,0,0,,0,,,,,,,AddCutMaxHP-0.5 ,,100,,,AddEff 581,,,,,,,,,,,,
6633,超级舍身救主,890,21,0,1,1,0,,,减少自身等于生命上限50%的生命，5秒内恢复主人50%生命并额外瞬间恢复10%。,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_31s,30,,,0,,,26,0,140,1,1850,6000,skill01,,shit,eff_mon008_skill01_a,,,,,root,,,0,0,,,26,0,,,0,0,0,,0,,,,,,,AddCutMaxHP-0.5 ,AddCutMaxHP+0.1 ,100,,,AddEff 582,,,,,,,,,,,,
6634,初级精神燃烧,891,21,0,1,1,0,,,减少自身等于法力上限50%的法力，5秒内恢复主人30%法力。,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_32c,30,,,0,,,26,0,140,1,1850,6000,skill01,,shit,ept_skill_09,,,,,root,,,0,0,,,26,0,,,0,0,0,,0,ept_skill_09,root,,,,,AddCutMaxMP-0.5 ,,100,,,AddEff 583,,,,,,,,,,,,
6635,中级精神燃烧,891,21,0,1,1,0,,,减少自身等于法力上限50%的法力，5秒内恢复主人40%法力。,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_32b,30,,,0,,,26,0,140,1,1850,6000,skill01,,shit,ept_skill_09,,,,,root,,,0,0,,,26,0,,,0,0,0,,0,ept_skill_09,root,,,,,AddCutMaxMP-0.5 ,,100,,,AddEff 584,,,,,,,,,,,,
6636,高级精神燃烧,891,21,0,1,1,0,,,减少自身等于法力上限50%的法力，5秒内恢复主人50%法力。,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_32a,30,,,0,,,26,0,140,1,1850,6000,skill01,,shit,ept_skill_09,,,,,root,,,0,0,,,26,0,,,0,0,0,,0,ept_skill_09,root,,,,,AddCutMaxMP-0.5 ,,100,,,AddEff 585,,,,,,,,,,,,
6637,超级精神燃烧,891,21,0,1,1,0,,,减少自身等于法力上限50%的法力，5秒内恢复主人50%法力并额外瞬间恢复10%。,"<P><FONT color=""#88aadd"">作用目标：自身单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_32s,30,,,0,,,26,0,140,1,1850,6000,skill01,,shit,ept_skill_09,,,,,root,,,0,0,,,26,0,,,0,0,0,,0,ept_skill_09,root,,,,,AddCutMaxMP-0.5 ,AddCutMaxMP+0.1 ,100,,,AddEff 586,,,,,,,,,,,,
6638,初级衰老种子,892,21,0,1,1,0,,,命中后20秒爆发，减少对方所有属性10%，持续15秒。,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_33c,30,,,0,,,11,0,200,1,1850,6000,skill01,,shit,eff_mon008_skill01_a,,,,,root,,,0,0,,,11,0,,,1,1,0,,0,eph_skill_11,root,,,,,,,50,,,AddEff 587,,,,,,,,,,,,
6639,中级衰老种子,892,21,0,1,1,0,,,命中后20秒爆发，减少对方所有属性15%，持续15秒。,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_33b,30,,,0,,,11,0,200,1,1850,6000,skill01,,shit,eff_mon008_skill01_a,,,,,root,,,0,0,,,11,0,,,1,1,0,,0,eph_skill_11,root,,,,,,,50,,,AddEff 589,,,,,,,,,,,,
6640,高级衰老种子,892,21,0,1,1,0,,,命中后20秒爆发，减少对方所有属性20%，持续15秒。,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_33a,30,,,0,,,11,0,200,1,1850,6000,skill01,,shit,eff_mon008_skill01_a,,,,,root,,,0,0,,,11,0,,,1,1,0,,0,eph_skill_11,root,,,,,,,50,,,AddEff 591,,,,,,,,,,,,
6641,超级衰老种子,892,21,0,1,1,0,,,命中后10秒爆发，减少对方所有属性20%，持续15秒。,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#808000"">左键单击设为自动释放</FONT></P>",pic_skill_pet_33s,30,,,0,,,11,0,200,1,1850,6000,skill01,,shit,eff_mon008_skill01_a,,,,,root,,,0,0,,,11,0,,,1,1,0,,0,eph_skill_11,root,,,,,,,50,,,AddEff 593,,,,,,,,,,,,
