ID,合成类型,成品,名字,等级,技能等级,材料,材料数量,幸运石,说明,白色几率,绿色几率,蓝色几率,金色几率,失败几率,失败产品,强化概率,需求银币
8733,3,8733,7级毒术符  需要制符术：7级,30,7,7307;7353;7807,1;7;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8734,3,8734,7级强攻符  需要制符术：7级,30,7,7307;7354;7807,1;7;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8735,3,8735,7级医仙符  需要制符术：7级,30,7,7307;7355;7807,1;7;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8736,3,8736,8级火术符  需要制符术：8级,35,8,7308;7351;7808,1;8;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8737,3,8737,8级水术符  需要制符术：8级,35,8,7308;7352;7808,1;8;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8738,3,8738,8级毒术符  需要制符术：8级,35,8,7308;7353;7808,1;8;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8739,3,8739,8级强攻符  需要制符术：8级,35,8,7308;7354;7808,1;8;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8740,3,8740,8级医仙符  需要制符术：8级,35,8,7308;7355;7808,1;8;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8741,3,8741,9级火术符  需要制符术：9级,40,9,7309;7351;7809,1;9;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8742,3,8742,9级水术符  需要制符术：9级,40,9,7309;7352;7809,1;9;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8743,3,8743,9级毒术符  需要制符术：9级,40,9,7309;7353;7809,1;9;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8744,3,8744,9级强攻符  需要制符术：9级,40,9,7309;7354;7809,1;9;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8745,3,8745,9级医仙符  需要制符术：9级,40,9,7309;7355;7809,1;9;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8746,3,8746,10级火术符  需要制符术：10级,45,10,7310;7351;7810,1;10;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8747,3,8747,10级水术符  需要制符术：10级,45,10,7310;7352;7810,1;10;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8748,3,8748,10级毒术符  需要制符术：10级,45,10,7310;7353;7810,1;10;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8749,3,8749,10级强攻符  需要制符术：10级,45,10,7310;7354;7810,1;10;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8750,3,8750,10级医仙符  需要制符术：10级,45,10,7310;7355;7810,1;10;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8751,3,8751,11级火术符  需要制符术：11级,50,11,7310;7351;7810,1;11;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8752,3,8752,11级水术符  需要制符术：11级,50,11,7310;7352;7810,1;11;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8753,3,8753,11级毒术符  需要制符术：11级,50,11,7310;7353;7810,1;11;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8754,3,8754,11级强攻符  需要制符术：11级,50,11,7310;7354;7810,1;11;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8755,3,8755,11级医仙符  需要制符术：11级,50,11,7310;7355;7810,1;11;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
,,,,,,,,,,,,,,,,,
8901,3,4061,回生卷一阶  需要制符术：1级,5,2,7401,20,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8902,3,4062,炼气卷一阶  需要制符术：1级,5,2,7401,20,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8903,3,4063,玄武卷一阶  需要制符术：1级,5,2,7401,20,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8904,3,4064,暴烈卷一阶  需要制符术：1级,5,2,7401,20,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8905,3,4065,三杀绝卷一阶  需要制符术：1级,5,2,7401,20,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8906,3,4066,三御绝卷一阶  需要制符术：1级,5,2,7401,20,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8907,3,4067,风凌卷一阶  需要制符术：1级,5,2,7401,20,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8908,3,4068,回生卷二阶  需要制符术：2级,15,4,7401;4061,40;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8909,3,4069,炼气卷二阶  需要制符术：2级,15,4,7401;4062,40;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8910,3,4070,玄武卷二阶  需要制符术：2级,15,4,7401;4063,40;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8911,3,4071,暴烈卷二阶  需要制符术：2级,15,4,7401;4064,40;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8912,3,4072,三杀绝卷二阶  需要制符术：2级,15,4,7401;4065,40;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8913,3,4073,三御绝卷二阶  需要制符术：2级,15,4,7401;4066,40;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8914,3,4074,风凌卷二阶  需要制符术：2级,15,4,7401;4067,40;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8915,3,4075,回生卷三阶  需要制符术：3级,25,6,7401;4068,80;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8916,3,4076,炼气卷三阶  需要制符术：3级,25,6,7401;4069,80;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8917,3,4077,玄武卷三阶  需要制符术：3级,25,6,7401;4070,80;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8918,3,4078,暴烈卷三阶  需要制符术：3级,25,6,7401;4071,80;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8919,3,4079,三杀绝卷三阶  需要制符术：3级,25,6,7401;4072,80;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8920,3,4080,三御绝卷三阶  需要制符术：3级,25,6,7401;4073,80;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8921,3,4081,风凌卷三阶  需要制符术：3级,25,6,7401;4074,80;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8922,3,4082,回生卷四阶  需要制符术：4级,35,8,7401;4075,160;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8923,3,4083,炼气卷四阶  需要制符术：4级,35,8,7401;4076,160;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8924,3,4084,玄武卷四阶  需要制符术：4级,35,8,7401;4077,160;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8925,3,4085,暴烈卷四阶  需要制符术：4级,35,8,7401;4078,160;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8926,3,4086,三杀绝卷四阶  需要制符术：4级,35,8,7401;4079,160;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8927,3,4087,三御绝卷四阶  需要制符术：4级,35,8,7401;4080,160;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8928,3,4088,风凌卷四阶  需要制符术：4级,35,8,7401;4081,160;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8929,3,4089,回生卷五阶  需要制符术：5级,45,10,7401;4082,320;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8930,3,4090,炼气卷五阶  需要制符术：5级,45,10,7401;4083,320;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8931,3,4091,玄武卷五阶  需要制符术：5级,45,10,7401;4084,320;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8932,3,4092,暴烈卷五阶  需要制符术：5级,45,10,7401;4085,320;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8933,3,4093,三杀绝卷五阶  需要制符术：5级,45,10,7401;4086,320;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8934,3,4094,三御绝卷五阶  需要制符术：5级,45,10,7401;4087,320;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8935,3,4095,风凌卷五阶  需要制符术：5级,45,10,7401;4088,320;2,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
9000,3,5218,护身符  需要制符术：1级,1,1,5305;7801,2;1,,,1,0,0,0,0,,1;1;1;1;1;1;1;1;1;1;1,0
